selection_label,topic,rank,representative_text
best_balance,20,1,"We hope that you are as excited as we are to have a first look at the new car. Once the car has been revealed, I'll be joined by Robin Page, Vice President of Interior Design of Brand Cars, to learn more about the inspiration behind the design of the new Brand Model. Please stay tuned."
best_balance,20,2,"Thank you, Robin. So, as Robin mentioned, my name is Ian Kettle and I was the lead exterior designer on the Brand Model. Now, Robin mentioned that we looked at modern product design when doing the creative phase of this car."
best_balance,20,3,That's my car.
best_balance,21,1,"The new Brand Model is a combination of the brand's innovative luxury and safety, wrapped in a bold design and geared by ultra-efficient new powertrains. A new genre urban crossover with a compact design, bold and stylish. The Model has a unique Brand identity, deeply rooted in the YET philosophy."
best_balance,21,2,"The new Brand Model represents technological Brand, or Brand of Technology, which is a traditional term associated with Brand in Japanese language, and this is definitely a great opportunity of which we intend to make the most. While the current Brand Model was the EV pioneer, the new Brand Model has the real potential to become the core of the company. The new Brand Model will drive the Brand Intelligent Mobility forward."
best_balance,21,3,"With Brand Motors Europe as our Virtual Fleet Lounge partner, we present today the all-new Brand Model range. And our guest is Mr. Mark Howlett, Fleet Sales Manager, Brand Motors Europe. He will explain why Brand can be a perfect choice for your corporate fleet program by presenting the all-new Brand Model range, composed among others of the Brand Model Sport Wagon and the Model PH EV, Brand 's first plug-in hybrid model."
best_balance,22,1,"In 2020, Northpoint and Candy continue to expand our financing program relationship with a new asset-based lending solution that will benefit Candy America's working capital and allow them to acquire more Power Sports and Candy EV inventory. Northpoint is honored to have been selected by Candy as the preferred lender for Candy's EV dealer inventory financing programs."
best_balance,22,2,"Northpoint and Candy America are working together to identify new Candy EV dealers and to help establish a financially strong and stable Candy EV dealer network. We are excited to be partnering with the entire Candy America team as they premiere the Candy EV across North America. We look forward to a long, prosperous relationship and we're anxious to help them grow."
best_balance,22,3,It's a Candy. Sweet. Introducing the all-electric Candy K23.
best_balance,23,1,"I see it already three dimensional and then we try to bring the sketch, the feeling of the sketch, the emotion of the sketch into a 3D model and we are also doing it on clay and that is important, that we switch between clay and the computer to bring a feeling and love and you just can do it with your hands. As a designer, you're never finished and people have to pull you away from the project."
best_balance,23,2,"Now, Robin mentioned that we looked at modern product design when doing the creative phase of this car. For me, modern product design was best exemplified by a number of science fiction movies I was watching during the sketching phase of this car. And in these science fiction movies, there's a lot of really beautiful kind of modern robotic design."
best_balance,23,3,"For me, modern product design was best exemplified by a number of science fiction movies I was watching during the sketching phase of this car. And in these science fiction movies, there's a lot of really beautiful kind of modern robotic design. And that led me down to a theme for this car when describing it."
best_balance,24,1,"So, on top of the steel base, we built a carbon fiber body, and by doing so, we gained three amazing advantages. Number one, weight reduction. 230 kilos less by building carbon fiber and modifying the SPA underbody."
best_balance,24,2,"It doesn't have that traditional weave everyone is familiar with when they think about carbon fiber. Because of a new manufacturing process, Brand has managed to actually reduce the cost of mass producing carbon fiber. And as an added interesting note, the carbon fiber material used in the Model is made in the USA at a facility which only uses hydropower."
best_balance,24,3,"So everything is aerodynamically efficient, of course weight savings in mind everywhere, ultra stiff while saving weight. So you have carbon fiber in the door panel, carbon fiber beams with aluminum panels. So the structure in the door is actually carbon."
best_balance,25,1,"Now I love and I cherish our long history thinking of all the cars that we've created and I take that all into consideration when I say with complete confidence that this is our best car ever. It's the most innovative, the most dynamic and exciting car that we at Brand have ever built. So, ladies and gentlemen in the room, and all of you that have been watching online, thank you very much for joining us today."
best_balance,25,2,"Looking at this great view, it's hard to imagine that it all started out as one man's dream, his true passion. From the Brand Family Garage here to MTC, the Brand Technology Centre in the heart of England, it's fair to say we've come a long way. This is where it all started, Bruce's first race-winning car."
best_balance,25,3,"Looking at this great view, it's hard to imagine that it all started out as one man's dream, his true passion. From the Brand Family Garage here to MTC, the Brand Technology Centre in the heart of England, it's fair to say we've come a long way. This is where it all started, Bruce's first race-winning car."
best_balance,26,1,"Another one is the new technology which is called e-pedal. The e-pedal allows you to start, decelerate, and hold the car with just one pedal. Releasing the accelerator results in cooperative control of regenerative brake and friction brake that stabilizes braking force."
best_balance,26,2,"You know, certainly brake pedal is for use to stopping, and we always encourage customers to use the brake pedal to stop. But when the traffic dictates and when they want to slow down just slightly, a little bit more than just coasting, they can enable this regen on demand and essentially do what we call one-pedal driving. When is the Model going to go on sale?"
best_balance,26,3,"Press the accelerator pedal and you surge forward, experiencing the instantaneous torque that only the advanced electric drive powertrain of eDrive can deliver. E-Drive technology also has the advantage of one-pedal driving. Release the accelerator pedal and feel the instant braking effect of brake energy recuperation."
best_balance,27,1,"As a space-saving feature, the lithium-ion battery is neatly tucked away in the energy space under the cabin floor. This keeps the vehicle's center of gravity low, which makes for a superior driving experience. And thanks to the built-in battery warmer, there's no need to worry about the battery freezing in cold weather."
best_balance,27,2,"The Model 's lithium-ion battery pack is encased in a sealed aluminum shell that is fully integrated into the underbody of the vehicle. The battery consists of eight separate modules, each consisting of 12 lithium-ion cells. Each of the eight modules weighs approximately 55 pounds for easy shipping and storage."
best_balance,27,3,"Here you are breaking away with lithium iron. Yeah, it's the same family of chemistry in the lithium chemistry, but we're using lithium iron instead of lithium ion or lithium ion phosphate. So we give up a little bit of power density, but it's a much safer battery pack."
best_balance,28,1,"But we're going to show you what the Auto Show looks like the day before the show. Let's take a look at that video. Hi, I'm Kristin Burt for Brand Motor America, and we're at the 2015 Los Angeles Auto Show in downtown LA."
best_balance,28,2,"Direct from the Cobo Hall in Detroit, The Auto Channel presents exclusive press pass coverage of the 2009 North American International Auto Show. Ladies and gentlemen, please welcome Brand Motor Sales Group Vice President, Environmental and Public Affairs, Irv Miller. Thank you."
best_balance,28,3,This might be one of the biggest press conferences we have seen all year long. Remember we joined you guys in Los Angeles as well as Detroit and of course here for the final show of the season here in New York. This will wrap up the 2015-16 Auto Show season.
best_balance,29,1,"Let's go. Don't say that. Sound, sound, sound."
best_balance,29,2,"You might hear that there's a completely different noise right now. And you can adjust how loud that noise is. And now if I hit performance mode, it makes a completely different noise."
best_balance,29,3,There is both an audible noise outside the car as well as inside. And it's interesting. It's a noise that's meant to sound like an AMG while not trying to sound like an internal combustion engine.
best_balance,30,1,"Now, when comparing electric vehicles, you gotta talk charging, right, Gian? Absolutely. The Model 5 is the first Brand model built on the new eGMP, which stands for Electric Global Modular Platform."
best_balance,30,2,"The new Model model line supports and accelerates this vision, and today's announcement takes a monumental leap forward, kicking Brand 's electrification efforts in America into high gear. As a critical pillar in Brand 's electrification strategy, Model 5 introduces our first dedicated battery electric platform, the e-GMP, or Electric Global Modular Platform. The e-GMP's 800-volt architecture addresses EV customer needs for ultra-fast charging and outstanding all-electric range."
best_balance,30,3,"Hello and thank you for joining us from across America and around the world. The Model 5 is a vehicle unlike anything in the market, a crossover that sets a new standard for Brand and the EV industry as a whole. As a critical pillar in Brand 's electrification strategy, Model 5 introduces our first dedicated battery electric platform, the eGMP, or Electric Global Modular Platform."
best_balance,31,1,"Equally capable on the track or around town, the GT 4-Door Coupe truly is the most practical member of the GT family without sacrificing driving performance. There are also a number of driver safety features that are standard for all GT models, including Active Brake Assist."
best_balance,31,2,"Let's take a look at the 2023 Model GT. What do you think? The Model GT, the performance car from Brand that solidifies our place among the fastest and most sophisticated players."
best_balance,31,3,"This race car truly sets new benchmark in this specific racing segment. It offers proven competition technology and extensive safety features from our highly successful GT3 race car, combined with intelligent lightweight construction and high efficiency derived from our GT-R. Its powerful bi-turbo 4-liter V8 engine is mated to a sequential 6-speed transaxle gearbox, also from the GT3. In addition, both the ABS and traction control are fully adjustable."
best_balance,32,1,"Comfort, convenience, and safety don't count for much if a vehicle can't back it up with performance to match. And Model once again delivers, whether in the busiest city or the remote outdoors. Three available all-wheel drive systems include the base all-wheel drive found on core gas grades, dynamic torque vectoring all-wheel drive with rear driveline disconnect available on Limited and standard on Adventure and TRD Offroad, and the electronic on-demand all-wheel drive standard on all hybrid models."
best_balance,32,2,"For Model 's fourth generation, hybrid models will be offered in front-wheel drive, perfect for Sunshine State drivers that don't need the added traction of all-wheel drive and would prefer a lower cost of entry instead. Of course, Brand 's hybrid electronic on-demand all-wheel drive system remains a staple for those who do need extra traction. And for gas models, a choice between front wheel and all-wheel drive continues for the latest generation."
best_balance,32,3,"Model has plenty of performance to match its high-tech features. With three all-wheel drive systems to choose from, Model can hit the trails like never before. These systems include the base all-wheel drive found on the core gas grades, with dynamic torque vectoring all-wheel drive with rear driveline disconnect available on Limited and standard on Adventure and TRD Off-Road, and the electronic on-demand all-wheel drive standard on hybrid and plug-in hybrid models."
best_balance,33,1,"Best of all, every Brand Model includes ToyotaCare, which provides two years or 25,000 miles of scheduled maintenance, whichever comes first, and two-year unlimited mileage of 24-hour roadside assistance. And since every variant is a hybrid electric vehicle, it includes a hybrid system warranty covering select components for eight years or 100,000 miles, whichever comes first, and a 10-year or 150,000-mile hybrid battery warranty, whichever comes first, making it a strong choice for long-term ownership."
best_balance,33,2,"And every Model includes ToyotaCare, which provides two years or 25,000 miles of scheduled maintenance, whichever comes first, and two-year unlimited mileage of 24-hour roadside assistance. The strength of Model 's value is further enhanced in its hybrid grades, which come with an 8-year or 100,000-mile hybrid system warranty, whichever comes first, and a 10-year or 150,000-mile hybrid battery warranty, whichever comes first, making them strong choices for long-term ownership."
best_balance,33,3,"And Model Plug-in Hybrid includes ToyotaCare, which provides 2 years or 25,000 miles of scheduled maintenance, whichever comes first, and 2-year unlimited mileage of 24-hour roadside assistance. This strong value is further enhanced by an 8-year or 100,000-mile hybrid system warranty, whichever comes first, and a 10-year or 150,000-mile hybrid battery warranty, whichever comes first, making this electrified SUV a strong choice for long-term ownership."
best_balance,34,1,"There is simply nothing more comfortable than road tripping in an Brand S-Class sedan. Aside from the immediate driving comfort you feel in the new Brand S-Class, there's groundbreaking innovations hidden inside the car. Check this out."
best_balance,34,2,"Why is that so? Why is the Brand S-Class so special to you? For us at Brand, the Brand S-Class is hugely important."
best_balance,34,3,"Absolutely. First of all, the Brand S-Class. We have the all-new Brand S-Class here, and the Brand S-Class is the first model that comes to mind as a consumer when we speak of the brand of Brand."
best_balance,35,1,The Brand -AMG Model is a new vision for the future of high performance and embodies the motorsports heritage of AMG while delivering a rush of all-electric excitement. My name is Nick and I'm here to meet Brian to see the all-new Brand AMG Model. Hey Nick.
best_balance,35,2,"So you can switch between different display styles and also adjust AMG-specific display settings. When it comes to the steering wheel, we have our AMG-specific steering wheel buttons where you can also make some driving settings. So, for example, you can switch the different driving features with our AMG Dynamics Select or the AMG Dynamics."
best_balance,35,3,The AMG of AMGs.
best_balance,36,1,"In fact, four years ago, we announced the Brand Environmental Challenge 2050, whereby, before the year 2050, Brand will reduce global average CO2 emissions from new vehicles by 90% from our 2010 levels. To do this, we plan to increase our hybrid sales mix from about 9% last year to more than 25% in 2025."
best_balance,36,2,"Our collective future and the future of the planet depend on aggressively fighting global climate change. To meet Paris Climate Model emissions targets and slow-rising global temperatures, the US has pledged to slash its CO2 production in the next decade by at least 57%. Electrifying vehicles is the only way to achieve this."
best_balance,36,3,"And we start now, even if it means taking small steps. Brand Corporation has set a goal to become a global sustainability leading company by 2030, committing ourselves to a sustainable future for the people and the environment. Furthermore, we plan to achieve carbon neutrality by 2045 with three key pillars: sustainable mobility, sustainable planet, and sustainable energy."
best_balance,37,1,"Yep, so that is standard as well for model year 24. On the right hand side, you can control the different drive modes from comfort, sport, to sport plus, and our favorite, race mode. My favorite mode for sure."
best_balance,37,2,That's sport mode. That is expressive mode. Inspiring.
best_balance,37,3,"Yes, that's why I said that in sport, you need to be able to drive in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode as in the same comfort mode And I think it was about two or three years ago when we were young, we didn't have a lot of fun, it was very clear."
best_balance,38,1,"So please come join us. And thank you all for coming. Ladies and gentlemen, before you come up to take a closer look at the all-new Model, please give the photographers and our guests an opportunity to take their photos."
best_balance,38,2,"I wish you to enjoy the rest of the show. And as we close, I would like to invite Brand International executive vice president, but also the future president of Brand International, Mr Yoshihiro Sawa, to join me on stage for a photo opportunity. So I wish you a great day and see you at the show."
best_balance,38,3,"For now, I'd like to invite Shiro back to the stage for some photographs and also invite you to come and take a closer look at the Brand Model. Thank you. Ladies and gentlemen, please join us on stage for a closer look."
best_balance,39,1,"This will ultimately give you, our fans, the opportunity to get up close with the first all-electric sports car from Brand. In 2015 we showed the Mission E concept, which set out Brand 's vision of a future sports car, and this Model Turbo S is the production embodiment of that study."
best_balance,39,2,"With the Mission E concept, Brand took on the challenge of taking its sports car DNA and moving it into an electric future. As with the exterior, the interior of the Model reflects our move towards the sports car of the future. When you sit in this car, you can really feel the familiarity of the driver-focused layout as you'd expect from any Brand, but with even more technology and exciting new sustainable materials."
best_balance,39,3,"Very well behaved sports car. I hesitate to call it a very well behaved plug-in sports car because it does actually feel and drive like a pure sports car, and the shape of it is a pure sports car. I mean, what a brilliant vehicle by Brand."
