dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
6042,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,45,56,57,2,36,210,0,"Here is the all-new Kia Sportage, our C-segment sports utility vehicle. which in 2016 built on the great success of the previous generation model with record annual sales results in its first full year on sale.","Here is the all-new Kia Sportage, our C-segment sports utility vehicle. which in 2016 built on the great success of the previous generation model with record annual sales results in its first full year on sale."
6043,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,46,58,58,1,41,279,0,"Then there's the all-new Kia Niro, Kia's first purpose-built hybrid electric crossover with CO2 emissions as low as 88 grams per kilometer and numerous fuel saving technologies creating yet another compelling TCO proposition for Kia in the increasingly dynamic crossover segment.","Then there's the all-new Kia Niro, Kia's first purpose-built hybrid electric crossover with CO2 emissions as low as 88 grams per kilometer and numerous fuel saving technologies creating yet another compelling TCO proposition for Kia in the increasingly dynamic crossover segment."
6044,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,47,59,59,1,31,166,0,"But 2016 has not only been a significant year for Kia in terms of new product development, it's also been a great year for the brand in terms of industry recognition.","But 2016 has not only been a significant year for Kia in terms of new product development, it's also been a great year for the brand in terms of industry recognition."
6045,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,48,60,60,1,28,170,0,"In its 2016 Initial Quality Study, the global market research company JD Power recognized the Kia brand as the highest-scoring brand out of 33 participating in the study.","In its 2016 Initial Quality Study, the global market research company JD Power recognized the Kia brand as the highest-scoring brand out of 33 participating in the study."
6046,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,49,61,61,1,16,85,0,This was the first time in 27 years that a non-premium brand has topped the rankings.,This was the first time in 27 years that a non-premium brand has topped the rankings.
6047,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,50,62,62,1,34,221,0,"Ranking number one in the entire industry for initial quality is the result of a long-standing focus on craftsmanship and continuous improvement, and reflects the voice of Kia customers, which is the ultimate affirmation.","Ranking number one in the entire industry for initial quality is the result of a long-standing focus on craftsmanship and continuous improvement, and reflects the voice of Kia customers, which is the ultimate affirmation."
6048,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,51,63,63,1,20,121,0,"As the highest ranked brand in the industry for 2016, there is no doubt Kia products represent world-class build quality.","As the highest ranked brand in the industry for 2016, there is no doubt Kia products represent world-class build quality."
6049,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,52,64,64,1,18,83,0,and it is on this note that we would like to invite you to find out for yourselves.,and it is on this note that we would like to invite you to find out for yourselves.
6050,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,53,65,65,1,38,239,0,The Kia Motors Europe organization forms just one arm of the world's fifth largest automaker and there is a dedicated key account management division willing and able to support international fleets with a whole host of mobility solutions.,The Kia Motors Europe organization forms just one arm of the world's fifth largest automaker and there is a dedicated key account management division willing and able to support international fleets with a whole host of mobility solutions.
6051,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,54,66,66,1,27,172,0,From simply providing world-class Kia cars to test and put onto the fleet to ensuring a coordinated international and local key account management service to our customers.,From simply providing world-class Kia cars to test and put onto the fleet to ensuring a coordinated international and local key account management service to our customers.
6052,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,55,67,67,1,21,103,0,"So in conclusion, I'd like to encourage you to get in touch with a member of the Kia Motors fleet team.","So in conclusion, I'd like to encourage you to get in touch with a member of the Kia Motors fleet team."
6053,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,56,68,68,1,19,121,0,Our account management team is willing and able to demonstrate how the Kia Motors organization can support your business.,Our account management team is willing and able to demonstrate how the Kia Motors organization can support your business.
6054,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,57,69,70,2,16,78,0,Thank you very much for your time and attention. We hope to speak to you soon.,Thank you very much for your time and attention. We hope to speak to you soon.
6055,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,58,71,72,2,23,125,0,Thank you very much Mark for your comprehensive presentation. We wish you a lot of success with the all new Kia Optima range.,Thank you very much Mark for your comprehensive presentation. We wish you a lot of success with the all new Kia Optima range.
6056,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,59,73,73,1,18,104,0,The recorded version of this virtual fleet lounge will be available on our website www.fleet Europe.com.,The recorded version of this virtual fleet lounge will be available on our website www.fleet Europe.com.
6057,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,60,74,74,1,19,99,0,For further questions about the Kia range we invite you to reach out to the Kia Motors Europe team.,For further questions about the Kia range we invite you to reach out to the Kia Motors Europe team.
6058,Kia Virtual Fleet Launch Kia Optima (480p 25fps H264 128kbit AAC),123,61,75,76,2,15,75,0,See you next time for a new episode of the virtual fleet lounge. Thank you.,See you next time for a new episode of the virtual fleet lounge. Thank you.
6059,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,1,1,1,1,23,145,0,"Direct from the Cobo Hall in Detroit, the Auto Channel presents exclusive press pass coverage of the 2009 North American International Auto Show.","Direct from the Cobo Hall in Detroit, the Auto Channel presents exclusive press pass coverage of the 2009 North American International Auto Show."
6060,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,2,2,2,1,17,123,0,"Ladies and gentlemen, please welcome Toyota Motor Sales Group Vice President, Environmental and Public Affairs, Irv Miller.","Ladies and gentlemen, please welcome Toyota Motor Sales Group Vice President, Environmental and Public Affairs, Irv Miller."
6061,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,3,3,4,2,27,155,0,"Thank you. Ladies and gentlemen, good morning and welcome to this the first of two world debut news conferences that our company has planned for this show.","Thank you. Ladies and gentlemen, good morning and welcome to this the first of two world debut news conferences that our company has planned for this show."
6062,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,4,5,5,1,18,96,0,"Over the last few months, many have asked how the changes affect our plans for this year's show.","Over the last few months, many have asked how the changes affect our plans for this year's show."
6063,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,5,6,6,1,24,121,0,"Well, I'm here to tell you that we're committed to this show, to the city of Detroit, and to the success of our industry.","Well, I'm here to tell you that we're committed to this show, to the city of Detroit, and to the success of our industry."
6064,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,6,7,8,2,26,168,0,New vehicles and technologies generate excitement and traffic to our showrooms. We shouldn't let a sour economic picture cloud the great news being announced this week.,New vehicles and technologies generate excitement and traffic to our showrooms. We shouldn't let a sour economic picture cloud the great news being announced this week.
6065,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,7,9,9,1,23,117,0,"Now more than ever, While we are so focused on the pressing issues of the moment, let's not lose sight of our future.","Now more than ever, While we are so focused on the pressing issues of the moment, let's not lose sight of our future."
6066,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,8,10,10,1,30,211,0,"Nowhere is it more important than our industry's duty and commitment to provide sustainable mobility with vehicles that reduce fuel consumption, diminish our carbon footprint, and lower overall greenhouse gases.","Nowhere is it more important than our industry's duty and commitment to provide sustainable mobility with vehicles that reduce fuel consumption, diminish our carbon footprint, and lower overall greenhouse gases."
6067,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,9,11,11,1,33,206,0,"And while Toyota is investing heavily in advancements such as fuel cells, plug-ins, and battery electric vehicles, We believe that the gas-electric hybrid will be our core technology for many years to come.","And while Toyota is investing heavily in advancements such as fuel cells, plug-ins, and battery electric vehicles, We believe that the gas-electric hybrid will be our core technology for many years to come."
6068,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,10,12,12,1,14,88,0,"Sometime during the 2010s, Toyota plans to sell 1 million gas-electric hybrids per year.","Sometime during the 2010s, Toyota plans to sell 1 million gas-electric hybrids per year."
6069,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,11,13,13,1,24,127,0,"To accomplish this, we will launch as many as 10 new hybrid models between now and then in various parts of the global markets.","To accomplish this, we will launch as many as 10 new hybrid models between now and then in various parts of the global markets."
6070,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,12,14,14,1,26,158,0,"To tell you more about the first example of this ambitious effort, it's my pleasure to introduce Lexus Group Vice President and General Manager, Mark Templin.","To tell you more about the first example of this ambitious effort, it's my pleasure to introduce Lexus Group Vice President and General Manager, Mark Templin."
6071,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,13,15,17,3,13,70,0,"Mark. Thanks, Irv. And thank you all for joining us here this morning.","Mark. Thanks, Irv. And thank you all for joining us here this morning."
6072,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,14,18,18,1,14,76,0,"You know, as Irv mentioned, we weren't going to miss this show for anything.","You know, as Irv mentioned, we weren't going to miss this show for anything."
6073,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,15,19,19,1,20,102,0,"Not only do we want to support the industry, but there's no way we were going to miss our anniversary.","Not only do we want to support the industry, but there's no way we were going to miss our anniversary."
6074,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,16,20,20,1,22,122,0,"20 years ago, we chose the North American International Auto Show to debut our very first Lexus cars, the LS400 and ES250.","20 years ago, we chose the North American International Auto Show to debut our very first Lexus cars, the LS400 and ES250."
6075,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,17,21,21,1,25,138,0,And I'm truly honored to be able to stand on this stage today on our 20th anniversary and introduce the latest all-new vehicle from Lexus.,And I'm truly honored to be able to stand on this stage today on our 20th anniversary and introduce the latest all-new vehicle from Lexus.
6076,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,18,22,22,1,13,77,0,"From the beginning, Lexus has found creative new ways of looking at vehicles.","From the beginning, Lexus has found creative new ways of looking at vehicles."
6077,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,19,23,23,1,13,83,0,"We've worked hard to give new perspective to luxury, value, quality and innovation.","We've worked hard to give new perspective to luxury, value, quality and innovation."
6078,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,20,24,24,1,32,189,0,"In 20 years, Lexus has gone from question mark to benchmark, leading to a landmark series of hybrid vehicles, like the one we're debuting here today, the first ever dedicated luxury hybrid.","In 20 years, Lexus has gone from question mark to benchmark, leading to a landmark series of hybrid vehicles, like the one we're debuting here today, the first ever dedicated luxury hybrid."
6079,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,21,25,25,1,13,82,0,"Ladies and gentlemen, it's my pleasure to introduce the all-new 2010 Lexus HS250H.","Ladies and gentlemen, it's my pleasure to introduce the all-new 2010 Lexus HS250H."
6080,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,22,26,27,2,41,224,0,"You can clap, that's fine. You know, we're really excited about this car because more than 60%, let me say that again, more than 60% of entry luxury car buyers would have considered buying a hybrid if one had been available.","You can clap, that's fine. You know, we're really excited about this car because more than 60%, let me say that again, more than 60% of entry luxury car buyers would have considered buying a hybrid if one had been available."
6081,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,23,28,28,1,34,214,0,"They also want a car that's kinder to the environment with outstanding gas mileage and low emissions, as well as one that offers advanced features, the latest electronics, and one that delivers exceptional comfort.","They also want a car that's kinder to the environment with outstanding gas mileage and low emissions, as well as one that offers advanced features, the latest electronics, and one that delivers exceptional comfort."
6082,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,24,29,30,2,16,91,0,"So we've created the hybrid-powered HS sedan. As I mentioned, the HS is a dedicated hybrid.","So we've created the hybrid-powered HS sedan. As I mentioned, the HS is a dedicated hybrid."
6083,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,25,31,32,2,15,86,0,It's not sold with any other powertrain. The HS will be the most fuel-efficient Lexus.,It's not sold with any other powertrain. The HS will be the most fuel-efficient Lexus.
6084,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,26,33,33,1,24,125,0,"And while EPA numbers haven't been finalized, we expect it will offer the best combined MPG of any luxury vehicle in the U.S.","And while EPA numbers haven't been finalized, we expect it will offer the best combined MPG of any luxury vehicle in the U.S."
6085,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,27,34,34,1,13,77,0,"In fact, its city MPG should be higher than the two-passenger smart microcar.","In fact, its city MPG should be higher than the two-passenger smart microcar."
6086,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,28,35,35,1,20,117,0,The HS is the first Lexus equipped with a four-cylinder 2.4 liter Atkinson Cycle engine that produces 187 horsepower.,The HS is the first Lexus equipped with a four-cylinder 2.4 liter Atkinson Cycle engine that produces 187 horsepower.
6087,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,29,36,36,1,28,181,0,"Now as many of you know, Atkinson Cycle refers to sophisticated valve timing made possible through the use of our VVTI system, which significantly increases the engine's efficiency.","Now as many of you know, Atkinson Cycle refers to sophisticated valve timing made possible through the use of our VVTI system, which significantly increases the engine's efficiency."
6088,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,30,37,38,2,35,192,0,"But that's not all this engine has going for it. Just like our next generation RX hybrid, the HS features an exhaust heat recovery system to aid in engine warmup and help enhance fuel economy.","But that's not all this engine has going for it. Just like our next generation RX hybrid, the HS features an exhaust heat recovery system to aid in engine warmup and help enhance fuel economy."
6089,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,31,39,39,1,27,138,0,"And here's an added plus, it can run on regular grade 87 octane gasoline, which the last time I checked, cost a lot less than diesel fuel.","And here's an added plus, it can run on regular grade 87 octane gasoline, which the last time I checked, cost a lot less than diesel fuel."
6090,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,32,40,40,1,34,175,0,"Now, the HS is a little longer in overall length than the IS and about the same width The HS slots nicely between the IS and ES and really compliments our entry luxury lineup.","Now, the HS is a little longer in overall length than the IS and about the same width The HS slots nicely between the IS and ES and really compliments our entry luxury lineup."
6091,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,33,41,41,1,23,135,0,"Utilizing a front wheel drive platform, the HS has unexpected roominess, thanks in part to the slim advanced design of the front seats.","Utilizing a front wheel drive platform, the HS has unexpected roominess, thanks in part to the slim advanced design of the front seats."
6092,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,34,42,42,1,12,72,0,"Like all Lexus models, the HS is designed for excellent NVH performance.","Like all Lexus models, the HS is designed for excellent NVH performance."
6093,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,35,43,43,1,15,98,0,We've designed special engine mounts and applied special coatings to dampen road and engine noise.,We've designed special engine mounts and applied special coatings to dampen road and engine noise.
6094,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,36,44,44,1,17,108,0,We've reduced vibration thanks to careful work on the shape and thickness of the suspension mounting points.,We've reduced vibration thanks to careful work on the shape and thickness of the suspension mounting points.
6095,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,37,45,45,1,12,87,0,"And we've engineered other measures, some very subtle, but collectively very effective.","And we've engineered other measures, some very subtle, but collectively very effective."
6096,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,38,46,46,1,20,104,0,"As a result of our attention to detail, like all other Lexus vehicles, the HS offers a very quiet cabin.","As a result of our attention to detail, like all other Lexus vehicles, the HS offers a very quiet cabin."
6097,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,39,47,47,1,24,145,0,"At .27, it also offers an excellent coefficient of drag, thanks to a standard front spoiler, a rear under spoiler, undertrays, and diffuser fins.","At .27, it also offers an excellent coefficient of drag, thanks to a standard front spoiler, a rear under spoiler, undertrays, and diffuser fins."
6098,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,40,48,48,1,17,88,0,It also has a unique gull-wing shaped roof that allows air to easily slide over the top.,It also has a unique gull-wing shaped roof that allows air to easily slide over the top.
6099,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,41,49,49,1,25,159,0,"The HS is equipped with McPherson struts up front, double wishbone independent rear suspension with coil springs all around, and anti-roll bars front and back.","The HS is equipped with McPherson struts up front, double wishbone independent rear suspension with coil springs all around, and anti-roll bars front and back."
6100,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,42,50,50,1,12,62,0,"The steering is rack and pinion, but with a few clever twists.","The steering is rack and pinion, but with a few clever twists."
6101,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,43,51,51,1,14,88,0,The HS steering system utilizes a brushless electric motor built on the steering column.,The HS steering system utilizes a brushless electric motor built on the steering column.
6102,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,44,52,52,1,21,133,0,"This not only improves the steering feel, but helps emissions by not draining engine power like a conventional hydraulic system does.","This not only improves the steering feel, but helps emissions by not draining engine power like a conventional hydraulic system does."
6103,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,45,53,54,2,24,126,0,"Now, there's a lot more here than meets the eye. The electric motor is also part of our optional new lane keep assist feature.","Now, there's a lot more here than meets the eye. The electric motor is also part of our optional new lane keep assist feature."
6104,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,46,55,55,1,14,87,0,This new technology is designed to alert the driver of an unintentional lane departure.,This new technology is designed to alert the driver of an unintentional lane departure.
6105,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,47,56,56,1,15,75,0,and add steering torque to help the vehicle stay in the center of its lane.,and add steering torque to help the vehicle stay in the center of its lane.
6106,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,48,57,57,1,15,74,0,The feature can also be turned on and off at the discretion of the driver.,The feature can also be turned on and off at the discretion of the driver.
6107,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,49,58,58,1,24,159,0,"Now we've designed a very futuristic and advanced yet comfortable cabin that offers standard 10-way power leather seats, a moonroof, and premium audio systems.","Now we've designed a very futuristic and advanced yet comfortable cabin that offers standard 10-way power leather seats, a moonroof, and premium audio systems."
6108,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,50,59,59,1,16,98,0,"The driver can receive information not only through the instrument panel, but in three other ways.","The driver can receive information not only through the instrument panel, but in three other ways."
6109,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,51,60,60,1,30,195,0,"Through the multi-information display, the available navigation screen which is positioned back at the top of the dash to improve the driver's sight lines or through an optional heads-up display.","Through the multi-information display, the available navigation screen which is positioned back at the top of the dash to improve the driver's sight lines or through an optional heads-up display."
6110,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,52,61,61,1,25,137,0,Now the heads-up display helps reduce the need for excessive eye movement and it shows so bright you can even read it in direct sunlight.,Now the heads-up display helps reduce the need for excessive eye movement and it shows so bright you can even read it in direct sunlight.
6111,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,53,62,62,1,44,269,0,"The HS also allows access and control of information through the steering wheel mounted multi-information switch and through our all new remote navigation device that was first introduced on the all new RX, which people are discovering is both intuitive and fun to use.","The HS also allows access and control of information through the steering wheel mounted multi-information switch and through our all new remote navigation device that was first introduced on the all new RX, which people are discovering is both intuitive and fun to use."
6112,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,54,63,64,2,36,203,0,Now a good deal of thought went into the controller's positioning. Sitting in the front seat and lowering your hand to the controller is as natural as sitting at your computer and reaching for the mouse.,Now a good deal of thought went into the controller's positioning. Sitting in the front seat and lowering your hand to the controller is as natural as sitting at your computer and reaching for the mouse.
6113,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,55,65,65,1,18,99,0,You can even control the tension on the cursor by adjusting the amount of feedback that you prefer.,You can even control the tension on the cursor by adjusting the amount of feedback that you prefer.
6114,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,56,66,66,1,35,185,0,"Now, we have a couple of these demonstration kiosks in our display, so you'll have a chance to experience for yourself just how easy the controller is to operate and how much fun it is.","Now, we have a couple of these demonstration kiosks in our display, so you'll have a chance to experience for yourself just how easy the controller is to operate and how much fun it is."
6115,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,57,67,68,2,39,258,0,"Now, the HS features our new multimedia package as standard. It includes our improved Bluetooth, integrated satellite radio, voice recognition, a USB iPod connector that is easily controlled by steering wheel buttons or the display screen via the controller.","Now, the HS features our new multimedia package as standard. It includes our improved Bluetooth, integrated satellite radio, voice recognition, a USB iPod connector that is easily controlled by steering wheel buttons or the display screen via the controller."
6116,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,58,69,69,1,30,224,0,"The navigation system includes a new upgraded casual speech voice recognition program, XM Nav traffic featuring real-time traffic updates with rerouting, and up-to-the-minute on-screen weather, stock, and sports information.","The navigation system includes a new upgraded casual speech voice recognition program, XM Nav traffic featuring real-time traffic updates with rerouting, and up-to-the-minute on-screen weather, stock, and sports information."
6117,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,59,70,70,1,19,110,0,The XM Nav weather feature allows customers to get live weather updates while driving in more than 150 cities.,The XM Nav weather feature allows customers to get live weather updates while driving in more than 150 cities.
6118,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,60,71,71,1,17,121,0,"DHS will also feature our next-generation telematics, which includes the all-new Lexus Inform and Safety Connect systems.","DHS will also feature our next-generation telematics, which includes the all-new Lexus Inform and Safety Connect systems."
6119,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,61,72,72,1,39,269,0,"While Safety Connect provides automatic collision notification, a stolen vehicle locator, and 24-7 emergency and roadside assistance, Lexus Inform includes much more, such as access to operators who are able to send destinations directly to the car's navigation system.","While Safety Connect provides automatic collision notification, a stolen vehicle locator, and 24-7 emergency and roadside assistance, Lexus Inform includes much more, such as access to operators who are able to send destinations directly to the car's navigation system."
6120,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,62,73,73,1,34,205,0,Lexus Inform also allows customers to pull up multiple points of interest from their home or office computer or any web-enabled device for that matter and send them directly to the car's navigation system.,Lexus Inform also allows customers to pull up multiple points of interest from their home or office computer or any web-enabled device for that matter and send them directly to the car's navigation system.
6121,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,63,74,74,1,26,131,0,"So, let's say you're planning a road trip and you have several points of interest that you want to make sure you hit along the way.","So, let's say you're planning a road trip and you have several points of interest that you want to make sure you hit along the way."
6122,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,64,75,75,1,17,91,0,"Well, via the internet, you can select and send up to 200 destinations directly to the car.","Well, via the internet, you can select and send up to 200 destinations directly to the car."
6123,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,65,76,76,1,20,127,0,"Now, this is all very usable technology that gives HS drivers choices to accomplish different tasks using their favorite means.","Now, this is all very usable technology that gives HS drivers choices to accomplish different tasks using their favorite means."
6124,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,66,77,77,1,20,101,0,"Similar to the system on our top line LX570, the HS also offers a wide 190 degree front view monitor.","Similar to the system on our top line LX570, the HS also offers a wide 190 degree front view monitor."
6125,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,67,78,78,1,33,175,0,"The monitor utilizes a camera located in the grill so the driver can easily check hard to see blind spots, like those you'd find exiting a parking garage in a busy urban area.","The monitor utilizes a camera located in the grill so the driver can easily check hard to see blind spots, like those you'd find exiting a parking garage in a busy urban area."
6126,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,68,79,79,1,20,124,0,"The HS offers an optional pre-collision system, which can alert the driver to potential situations that may be an emergency.","The HS offers an optional pre-collision system, which can alert the driver to potential situations that may be an emergency."
6127,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,69,80,81,2,15,97,0,"But collisions can't always be avoided. So just in case, we've included class-leading 10 airbags.","But collisions can't always be avoided. So just in case, we've included class-leading 10 airbags."
6128,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,70,82,82,1,20,141,0,"We've also included active front seat head restraints to help reduce whiplash injuries, standard LED taillights, and optional LED headlights.","We've also included active front seat head restraints to help reduce whiplash injuries, standard LED taillights, and optional LED headlights."
6129,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,71,83,84,2,25,112,0,So I think you get the idea. We've put a lot of thought and a lot of comfort and safety systems into the new HS.,So I think you get the idea. We've put a lot of thought and a lot of comfort and safety systems into the new HS.
6130,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,72,85,86,2,29,173,0,"but we've also made sure that the HS gives back. We've used plant-based eco-plastics in upholstery, luggage trim and trunk panels, as well as foam and injected molded parts.","but we've also made sure that the HS gives back. We've used plant-based eco-plastics in upholstery, luggage trim and trunk panels, as well as foam and injected molded parts."
